dataset,item_id,perturbation_id,perturbation_type,input_text,original_text_hash,removed_fields,synthetic_added_text,expected_missing_evidence,ground_truth_label,specialty,tags,created_at,script_version
real_pocqi,064543ac-00c6-4b43-8fe8-e40c01e5c19c,a1f80d74477d3624,decontextualized,What disorders or diseases can lead to a deficiency in ACTH production?,f8af33403f8ccaa3a05c3f1bd642567a2ff016b63c796d8e52dac34b363aac27,,,"age, sex, dose, comorbidity, or lab context as applicable",,Endocrinology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,67817c68-5f37-47d4-8350-ed35ad356a35,fd75a8039fa8f02d,decontextualized,"What is the assessment and plan for a adult patient with a history of tobacco and alcohol use who presents with progressive dysphagia and throat pain, found on CT to have multiple necrotic left cervical lymph nodes, with biopsy confirming metastatic squamous cell carcinoma (p40+, p16-)?",ea88d14040325f5668a4383952c76e497ebadcb2b7708db68f290e9a3d891253,,,"age, sex, dose, comorbidity, or lab context as applicable",,Oncology / Hematology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,7d8d0deb-b36d-4799-8981-d52b14046880,2b3cdf563a9e3578,decontextualized,Is there a known drug interaction between anastrozole and terbinafine?,3d6c70cc61bed9b77470fd36d27e582d797aa27d5313cd56ff0aa3f5916eb575,,,"age, sex, dose, comorbidity, or lab context as applicable",,Oncology / Hematology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,e4ad8f12-90e1-44fc-ac62-f8f1eee7fb8d,bfa1d3afe58980ee,reworded,"Please answer this clinical question, preserving the same facts: What are the effects of low-dose thiazide diuretics?",6004d8d82717239a96e5cd1ef2977e8b566758ceba1d0aff4f679e08f6b287b3,,,"age, sex, dose, comorbidity, or lab context as applicable",,Cardiology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,58325fe1-c52e-4e79-b078-40015c75eb2c,94dde50561f88b2c,decontextualized,When should tocilizumab be tapered in the management of giant cell arteritis?,e6ab929d1a4c43088f0c41d371b2ac695efca54a9faf91ae6756470a978acbe8,,,"age, sex, dose, comorbidity, or lab context as applicable",,Rheumatology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,ba0a05cb-760d-43a7-a256-f39d1727abb1,8baf6013c4add2fc,decontextualized,"If an AIDS patient is experiencing immune reconstitution inflammatory syndrome with disseminated MAC and extensive Kaposi sarcoma, should there be concern that corticosteroid therapy could exacerbate the Kaposi sarcoma?",744c67535b6017058ff1ac0527c2dc4d4067ba8bc5b062c13845d7bb2dd25576,,,"age, sex, dose, comorbidity, or lab context as applicable",,Allergy & Immunology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,14431f35-a17e-4701-9579-9789eb008358,c441d22df1077966,decontextualized,Otodynia following aquatic activities,b9da68cf0d8b1e7af79acf13618f09ee113dfe0696f5f78823a64382137bebaa,,,"age, sex, dose, comorbidity, or lab context as applicable",,Otolaryngology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,68a53fc1-c91b-4a66-916e-4aff9f7ab691,3aeea3c183e64fd4,decontextualized,What is the clinical importance of a ruptured ligamentum teres?,4f9da044b4bf8a675b855e1df9fa17347e66198afc357f21bac72110372e4ef5,,,"age, sex, dose, comorbidity, or lab context as applicable",,Orthopedics,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,ed5fc195-bf2e-4922-98ed-095e528c798a,698bb20c16c271cd,decontextualized,What is the next step in evaluating hematochezia when hemorrhoids have been ruled out?,2e9fbf57ffbecc58cace13060d88b514e095aeab69d102ebb14bedb4db1979d7,,,"age, sex, dose, comorbidity, or lab context as applicable",,Gastroenterology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,3eac0489-641c-401e-ae1f-e36090f3fa5a,2632d92bbc6cc990,decontextualized,"What are the differential diagnosis, diagnostic evaluation, and management of globus pharyngeus?",96a7b93a410368209558fc456897dbe0cc7eb8db5d9d097943b1dc2f66efa0b5,,,"age, sex, dose, comorbidity, or lab context as applicable",,Otolaryngology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,74498156-e8a6-4093-b179-87f92b329f8f,fc4a4b9b9431173e,decontextualized,What are the physiological effects and regulatory mechanisms of cortisol?,1fcb55bec47e2b831c850e886a1025b12f4242634321b502e672da8919e5cedc,,,"age, sex, dose, comorbidity, or lab context as applicable",,Endocrinology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,6a923fe1-5843-44e5-89e4-d7683666756e,48779e7fd8ae58c9,decontextualized,What are the key considerations for long-term follow-up management of a patient with premature ovarian insufficiency secondary to stem cell transplantation who is currently on estradiol a dose or value daily and medroxyprogesterone acetate a dose or value daily for 10 days per month?,8e25b54df58388da33ded853d7a443d437258d58c39e999b7cbb20d938674ada,,,"age, sex, dose, comorbidity, or lab context as applicable",,Oncology / Hematology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,0b6e709d-f977-425b-9b49-bee78e6a7023,2a16040f74acf890,decontextualized,What is the appropriate ivermectin dosage for a 75-pound adult patient child?,eac76716f01f81a5732a9111caf6e05b1a5a2025f15b173a3cec9bd85c107638,,,"age, sex, dose, comorbidity, or lab context as applicable",,Pediatrics,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,7b9f5d49-69cb-4c49-91a1-8acd16e6677e,70b7ec70cfcb9462,decontextualized,Is a troponin level of 50 considered elevated?,d344dd41cb66b482d2031bb87276ae3410ff04ddcbe9c4d3ba6714a5d040437c,,,"age, sex, dose, comorbidity, or lab context as applicable",,Cardiology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,326b3ff8-4d57-495f-9d88-875475b16018,61fd446323b98e78,decontextualized,What are the histological features and clinical characteristics of pleomorphic dermal sarcoma?,cfaa6f9ed4059547048b145eb9dc8bede56b358fa2a1e186e0baf72375ae5fe2,,,"age, sex, dose, comorbidity, or lab context as applicable",,Dermatology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
real_pocqi,c8b8ec6b-5f19-4686-8a96-909fd4eb19d5,5a0f90bbfe6684f1,decontextualized,What is the Valsalva peak gradient of 31 mmHg across the left ventricular outflow tract indicative of?,b241e7c67dcb3dcce701c0f845e6cc1ee8230d0a1cf2ea81b7d71a5376733c61,,,"age, sex, dose, comorbidity, or lab context as applicable",,Cardiology,,2026-07-04T19:10:36.881921+00:00,public-study-v1
